,Nationality,Title,Artist,BeginDate,EndDate,Gender,Date,Department
9267,American,"Esquire Magazine, Issue no. 424, March 1969",George Lois,1931.0,,Gender Unknown,1969,Architecture & Design
9268,American,Plate (folio 26) from CENTURY OF THE COMMON MAN,Hugo Gellert,1892.0,1985.0,Male,1943,Prints & Illustrated Books
9269,American,Untitled from Andy Warhol Doesn't Play Second Base for the Chicago Cubs,Kelley Walker,1969.0,,Male,2010,Prints & Illustrated Books
9270,Italian,Secolo XX No. 10,Fortunato Depero,1892.0,1960.0,Male,1929,Drawings
9271,French,Title page from POÈMES DE BRANDEBOURG,Jacques Villon,1875.0,1963.0,Male,1947,Prints & Illustrated Books
9272,American,Head #12,Lucas Samaras,1936.0,,Male,1981,Drawings
9273,American,"Aux Vieilles Tapisseries: 44 Sentences de Louise Bourgeois, text 30 of 44",Louise Bourgeois,1911.0,2010.0,Female,2005,Prints & Illustrated Books
9274,French,Plate 3 (folio 14) from LECTURE,Zao Wou-ki,1920.0,2013.0,Male,1950,Prints & Illustrated Books
9275,American,Kracked,Ed Moses,1926.0,2018.0,Male,1993,Prints & Illustrated Books
9276,American,"Morning Glory Vine, Early Morning Light, Tuscaloosa, Alabama",William Christenberry,1936.0,2016.0,Male,2004,Photography
9277,German,First Illustration for Scene 5 (plate facing page 54) from Der Mensch ist kein Haustier (Man Is Not a Domestic Animal),Max Beckmann,1884.0,1950.0,Male,1937,Prints & Illustrated Books
9278,French,Etching #5,Hans Hartung,1904.0,1989.0,Male,1953,Prints & Illustrated Books
9279,American,"Untitled, plate 4 of 7, from the portfolio, Metamorfosis",Louise Bourgeois,1911.0,2010.0,Female,1999,Prints & Illustrated Books
9280,American,Head,George Griffin,,,Gender Unknown,1975,Film
9281,German,Untitled. (Nazi parade),Michael Schmidt,1945.0,2014.0,Male,1992,Photography
9282,French,HÔTEL GUSTIL. 58 RUE DE VAUGIRARD,Eugène Atget,1857.0,1927.0,Male,1909,Photography
9283,American,David,Philip-Lorca diCorcia,1951.0,,Male,1990,Photography
9284,French,A Trip to the Moon (Le Voyage dans la lune),Georges Méliès,1861.0,1938.0,Male,1902,Film
9285,American,"Untitled, plate 8 of 9, from the portfolio, Topiary: The Art of Improving Nature",Louise Bourgeois,1911.0,2010.0,Female,1998,Prints & Illustrated Books
9286,German,"Flower table, LR 705 (Plan, frontal and lateral elevations)",Lilly Reich,1885.0,1947.0,Female,1934,Architecture & Design
9287,American,"Untitled from Eyes, Dark",Lynne Yamamoto,1961.0,,Female,1999,Prints & Illustrated Books
9288,American,Hiding Face,Mark Cohen,1943.0,,Male,1975,Photography
9289,Swiss,Air cushion,Roman Signer,1938.0,,Male,1975,Media and Performance Art
9290,Swiss,Büro,Theo H. Ballmer,1902.0,1965.0,Male,1928,Architecture & Design
9291,American,Untitled (Study for Untitled),Louise Bourgeois,1911.0,2010.0,Female,1999,Prints & Illustrated Books
9292,American,Untitled from Landscape Allegories,Julie Mehretu,1970.0,,Female,2004,Prints & Illustrated Books
9293,French,Luxembourg,Eugène Atget,1857.0,1927.0,Male,1924,Photography
9294,French,Trianon,Eugène Atget,1857.0,1927.0,Male,1912,Photography
9295,American,Residents in Munich/Off Beat Nacht,Residents,1972.0,,Gender Unknown,1989,Film
9296,American,Self-Playing Violin,Laurie Anderson,1947.0,,Female,1974,Media and Performance Art
9297,American,Atomic Head,Isamu Noguchi,1904.0,1988.0,Male,1957,Painting & Sculpture
9298,French,Nasturtiums,Eugène Atget,1857.0,1927.0,Male,1899,Photography
9299,American,Email to Kinmont from Carlos Basualdo,Ben Kinmont,1963.0,,Male,2000,Prints & Illustrated Books
9300,American,Untitled fromDream Hospital,Robert Therrien,1947.0,,Male,1995,Prints & Illustrated Books
9301,British,Draped Reclining Figure,Henry Moore,1898.0,1986.0,Male,1951,Prints & Illustrated Books
9302,Latvian,Na bor'bu s khuliganstvom v literature,Gustav Klutsis,1895.0,1938.0,Male,1926,Prints & Illustrated Books
9303,French,Tailpiece (page 216) from SAINTE MONIQUE,Pierre Bonnard,1867.0,1947.0,Male,1925,Prints & Illustrated Books
9304,American,Diamond Chroma from New York Ten,Richard Anuszkiewicz,1930.0,,Male,1965,Prints & Illustrated Books
9305,American,"Wolf House, Gubin, Poland (Elevation, plan, section)",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1926,Architecture & Design
9306,French,Te Atua (The Gods) from Noa Noa (Fragrant Scent),Paul Gauguin,1848.0,1903.0,Male,1894,Prints & Illustrated Books
9307,American,Prelude to 1958-59 season at Kootz Gallery,Elaine Lustig Cohen,1927.0,2016.0,Female,1958,Architecture & Design
9308,American,"Balcony, Valencia",Robert Frank,1924.0,,Male,1952,Photography
9309,French,MAISON DE RAPPORT DU COUVENT SAINT-LAZARE. 103 RUE DU FAUBOURG SAINT-DENIS,Eugène Atget,1857.0,1927.0,Male,1909,Photography
9310,American,Untitled from New Painting of Common Objects,Robert Dowd,1936.0,1996.0,Male,1962,Prints & Illustrated Books
9311,American,"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,1947.0,,Female,1984,Drawings
9312,American,Untitled from The Mirrored Couple,Joyce Treiman,1922.0,1991.0,Female,1961,Prints & Illustrated Books
9313,German,Plate (folio 11 verso) from DER SONNENGESANG,Horst-Egon Kalinowski,1924.0,2013.0,Male,1965,Prints & Illustrated Books
9314,Italian,Postal Dossier (Dossier postale),Alighiero Boetti,1940.0,1994.0,Male,1970,Prints & Illustrated Books
9315,American,Portrait of the Misses Sawyer,Edward Steichen,1879.0,1973.0,Male,1914,Photography
9316,American,I Will Not Make Any More Boring Art,John Baldessari,1931.0,,Male,1971,Media and Performance Art
9317,Italian,Untitled from Passi Sulle Cime Dei Gelsi,Giuseppe Penone,1947.0,,Male,2000,Prints & Illustrated Books
9318,German,Asylum Inmate,August Sander,1876.0,1964.0,Male,1928,Photography
9319,French,Tailpiece (page 53) from SAGESSE,Maurice Denis,1870.0,1943.0,Male,1900,Prints & Illustrated Books
9320,American,Unused preparatory drawing for In Memory of My Feelings,Elaine de Kooning,1920.0,1989.0,Female,1967,Prints & Illustrated Books
9321,American,Floating Islands,Eric Fischl,1948.0,,Male,1985,Prints & Illustrated Books
9322,Canadian,"Drawing on newsprint (Village Voice) with printed Walking Woman silhouette. February 4, 1965",Michael Snow,1929.0,,Male,1965,Drawings
9323,American,"Ready-Cut Homes, Inc",Edward Weston,1886.0,1958.0,Male,1925,Photography
9324,Italian,Untitled (white lines),Lauretta Vinciarelli,1943.0,2012.0,Female,1973,Architecture & Design
9325,American,Bruce and Ronnie,Philip-Lorca diCorcia,1951.0,,Male,1982,Photography
9326,Canadian,My Erotic Double from The Hundred Videos,Steve Reinke,1963.0,,Male,1994,Media and Performance Art
9327,American,Saddle-Horses before the Ride,Fritz Henle,1909.0,1993.0,Male,1938,Photography
9328,American,Untitled,Lawrence Weiner,1942.0,,Male,1991,Drawings
9329,Spanish,Female Head,Pablo Picasso,1881.0,1973.0,Male,1940,Drawings
9330,American,Muses Drawing 5 (Mnemosyne),Brice Marden,1938.0,,Male,1990,Drawings
9331,American,S14 from the portfolio LES LEVINE LXVI,Les Levine,1935.0,,Male,1965,Prints & Illustrated Books
9332,Italian,Plate (page 7) from LA BRACE DELLE PAROLE,Piero Dorazio,1927.0,2005.0,Male,1984,Prints & Illustrated Books
9333,Mexican,In-text plate (folio 16 verso; duplicate of folio 6 verso) from AIR MEXICAIN,Rufino Tamayo,1899.0,1991.0,Male,1952,Prints & Illustrated Books
9334,French,In-text plate (page 42) from SYLVIE,Pierre Laprade,1875.0,1931.0,Male,1939,Prints & Illustrated Books
9335,American,Untitled (Oil Can) from Untitled Tool Series,Jim Dine,1935.0,,Male,1973,Drawings
9336,Italian,P203 Micro-Computer,Mario Bellini,1935.0,,Male,1966,Architecture & Design
9337,French,Plate (facing page 42) from ALLO! PARIS!,Robert Delaunay,1885.0,1941.0,Male,1925,Prints & Illustrated Books
9338,French,Plate (page 17) from LE CRÉPUSCULE DES NYMPHES,Pierre Bonnard,1867.0,1947.0,Male,1946,Prints & Illustrated Books
9339,American,(Untitled) (Nude with Flying Money),Les Krims,,,Gender Unknown,1972,Photography
9340,American,Figure and Foliage II from Untitled Suite,Harold Altman,1924.0,2003.0,Male,1961,Prints & Illustrated Books
9341,German,"Feininger, 2 bis 22 April",Franz Josef van der Grinten,1933.0,,Male,1956,Architecture & Design
9342,American,MUSKOX,Fritz Goro,1901.0,1986.0,Male,1954,Photography
9343,British,Plate (facing page 69) from THE CASTLES ON THE GROUND,John Piper,1903.0,1992.0,Male,1946,Prints & Illustrated Books
9344,American,Michelangelo,Chris Burden,1946.0,2015.0,Male,1975,Drawings
9345,British,Giorgio de Chirico,Cecil Beaton,1904.0,1980.0,Male,1936,Photography
9346,Canadian,Monograph (no. 3),Erin Shirreff,1975.0,,Female,2012,Photography
9347,Danish,Armchair (model 48),Finn Juhl,1912.0,1989.0,Male,1946,Architecture & Design
9348,British,Black Over White from Centre to Edge,Alan Green,1932.0,,Male,1979,Prints & Illustrated Books
9349,German,Double page plate (folios 10 verso and 11) from Der Rhein,Anselm Kiefer,1945.0,,Male,1983,Prints & Illustrated Books
9350,Chinese,The New Book of Mountains and Seas II,Qiu Anxiong,1972.0,,Male,2008,Media and Performance Art
9351,Australian,Supplementary drawing (inserted before title page) from PARADISE GARDEN,Sidney Nolan,1917.0,1992.0,Male,1971,Prints & Illustrated Books
9352,German,"Furniture Commission for the Henke House Addition, Essen, Germany (Floor plan, with furniture placement. Living room.)",Lilly Reich,1885.0,1947.0,Female,1930,Architecture & Design
9353,American,"Treadwell, NY",Andrea Modica,1960.0,,Female,1998,Photography
9354,American,Octet,Garo Antreasian,1922.0,,Male,1969,Prints & Illustrated Books
9355,American,Untitled,Louise Nevelson,1899.0,1988.0,Female,1967,Prints & Illustrated Books
9356,Russian,Printer's proof for cover for Neokonchennye spory (Unfinished Argument),Varvara Alexandrovna Rodchenko,1925.0,,Female,1978,Prints & Illustrated Books
9357,American,"Dead Women, performance documentation at Palladium",Alexa Hunter,1957.0,,Female,1984,Film
9358,Cuban,The Infinite Column I,Kcho (Alexis Leyva Machado),1970.0,,Male,1996,Painting & Sculpture
9359,American,"John R. North House, Sarasota",Walker Evans,1903.0,1975.0,Male,1941,Photography
9360,American,Light - Rural Electrification Administration,Lester Beall,1903.0,1969.0,Male,1937,Architecture & Design
9361,American,Shield,Garo Antreasian,1922.0,,Male,1965,Prints & Illustrated Books
9362,American,Crayon Country,Lee Mullican,1919.0,1998.0,Male,1964,Prints & Illustrated Books
9363,American,"Baptism in Triplett Creek, Rowan County, Kentucky",Marion Post Wolcott,1910.0,1990.0,Female,1940,Photography
9364,Italian,Does This Image Fill Your Concept of Art? from The Archives: Art Information Centre Peter Van Beveren,Mauricio Nannucci,1939.0,,Male,1981,Prints & Illustrated Books
9365,,Fluxus 1,Various Artists,,,Gender Unknown,1966,Prints & Illustrated Books
9366,Italian,Front cover from CONCERTO PER RANE,Carlo Guarienti,1923.0,,Male,1983,Prints & Illustrated Books
9367,Czech,Aktual - Live Otherwise from Performance Files,Milan Knížák,1940.0,,Male,1967,Prints & Illustrated Books
9368,American,Plate (folio 53) from AN ALPHABESTIARY,Milton Elting Hebald,1917.0,,Male,1966,Prints & Illustrated Books
9369,American,Mary,Gloria Cortella,1929.0,,Female,1966,Prints & Illustrated Books
9370,French,VASARELY,Victor Vasarely,1908.0,1997.0,Male,1965,Prints & Illustrated Books
9371,Japanese,Hags,Masatoshi Naitoh,1938.0,,Male,1969,Photography
9372,French,Bassin de la Villette,Eugène Atget,1857.0,1927.0,Male,1920,Photography
9373,American,Hollywood - Sleeping III,Robert Andrew Parker,1927.0,,Male,1967,Prints & Illustrated Books
9374,,"Program for Neo-Dada in der Musik, Kammerspiele, Düsseldorf, June 16, 1962",Unknown,,,Gender Unknown,1962,Prints & Illustrated Books
9375,American,Cold Woman,Peter Saul,1934.0,,Male,2002,Drawings
9376,American,Oxygen House Project (Plan),Douglas Darden,1951.0,1996.0,Male,1988,Architecture & Design
9377,American,"Saul Steinberg in Nose Mask, New York",Irving Penn,1917.0,2009.0,Male,1966,Photography
9378,,Untitled,Unknown,,,Gender Unknown,1953,Photography
9379,French,"THE VILLAGE OF PLIOUCHKINE, plate XXXVIII (facing page 138) from LES ÂMES MORTES",Marc Chagall,1887.0,1985.0,Male,1936,Prints & Illustrated Books
9380,French,"Bayard et ses statuettes from the portfolio Bayard: XXV Calotypes, 1842-1850",Hippolyte Bayard,1801.0,1887.0,Male,1846,Photography
9381,American,Plate from Le Surréalisme en 1947,Julio de Diego,1900.0,1979.0,Male,1947,Prints & Illustrated Books
9382,American,Church (Kirche),Lyonel Feininger,1871.0,1956.0,Male,1923,Prints & Illustrated Books
9383,American,Rayograph,Man Ray (Emmanuel Radnitzky),1890.0,1976.0,Male,1926,Photography
9384,German,Wolf II,Rainer Fetting,1949.0,,Male,1984,Prints & Illustrated Books
9385,French,Headpiece (folio 6) from LES PÉLICAN,Henri Laurens,1885.0,1954.0,Male,1921,Prints & Illustrated Books
9386,American,Rules of Inference,Mel Bochner,1940.0,,Male,1974,Prints & Illustrated Books
9387,American,"Esquire Magazine, Issue no. 426, May 1969",George Lois,1931.0,,Gender Unknown,1969,Architecture & Design
9388,American,Untitled #113,Cindy Sherman,1954.0,,Female,1982,Photography
9389,American,Winter Tourists,Marion Post Wolcott,1910.0,1990.0,Female,1940,Photography
9390,French,Tailpiece (page 130) from SAINTE MONIQUE,Pierre Bonnard,1867.0,1947.0,Male,1925,Prints & Illustrated Books
9391,French,SAINT MÉRY. SAINT PAR EVRARD. 1842,Eugène Atget,1857.0,1927.0,Male,1913,Photography
9392,French,"A Peasant, costume design for Aleko (Scene III)",Marc Chagall,1887.0,1985.0,Male,1942,Drawings
9393,American,"Untitled, plate 9 of 14, from the portfolio, Autobiographical Series",Louise Bourgeois,1911.0,2010.0,Female,1993,Prints & Illustrated Books
9394,French,Marseille,Henri Cartier-Bresson,1908.0,2004.0,Male,1932,Photography
9395,German,M. Schwarz letterhead,Erich Comeriner,1907.0,1978.0,Male,1920,Architecture & Design
9396,American,Keyboard Dances,Philip Corner,1933.0,,Male,1963,Prints & Illustrated Books
9397,American,Faceted Surface Racket,George Maciunas,1931.0,1978.0,Male,1973,Prints & Illustrated Books
9398,French,Tailpiece (page 27) from RÉINCARNATIONS DU PÈRE UBU,Georges Rouault,1871.0,1958.0,Male,1924,Prints & Illustrated Books
9399,American,"Hoeing, Egypt",Dorothea Lange,1895.0,1965.0,Female,1963,Photography
9400,American,39,James Welling,1951.0,,Male,2009,Photography
9401,French,La Sentinelle,Arnaud Desplechin,1960.0,,Male,1992,Film
9402,American,Red Roller,Michael Mazur,1935.0,2009.0,Male,1977,Prints & Illustrated Books
9403,French,"Variant of headpiece from page 65 (supplementary suite, plate 15) from L'APPEL DU CLOWN",André Dunoyer de Segonzac,1884.0,1974.0,Male,1930,Prints & Illustrated Books
9404,American,Dark Loop,Martin Puryear,1941.0,,Male,1982,Prints & Illustrated Books
9405,Swiss,"Urban Housing, Turin, Italy, Site plan",Mario Botta,1943.0,,Male,1985,Architecture & Design
9406,Polish,Axial Figure,Jan Lebenstein,1930.0,1999.0,Male,1960,Drawings
9407,,"Polnoe sobranie sochinenii, tom VII. Vladimir Il'ich Lenin. Poema",Aleksei Levin,,,Male,1932,Prints & Illustrated Books
9408,American,Tablet Litho 10,Eleanore Mikus,1927.0,2017.0,Female,1968,Prints & Illustrated Books
9409,German,Untitled,Hanne Darboven,1941.0,2009.0,Female,1972,Drawings
9410,Belgian,"Temps Mort XII. Long Island, May 2007, ‘Sha-Boom Boardy Barn’, Hampton Bays, Neg. 100",Jan De Cock,1976.0,,Male,2007,Photography
9411,Mexican,For Me to Love You (Para Quererte),Ximena Cuevas,1963.0,,Female,1994,Media and Performance Art
9412,American,"JUANITA, THE INDIAN PRINCESS","George Overbury (""Pop"") Hart",1868.0,1933.0,Male,1926,Prints & Illustrated Books
9413,American,Equus,Gilbert Lesser,1935.0,,Male,1974,Architecture & Design
9414,Swiss,Sled,Roman Signer,1938.0,,Male,1980,Media and Performance Art
9415,British,"Bonchurch, Isle of Wight",Francis Frith,1822.0,1898.0,Male,1860,Photography
9416,Italian,Plate (folio 7c verso) from PANTOMIMA,Marco Gastini,1938.0,,Male,1977,Prints & Illustrated Books
9417,American,Untitled from Andy Warhol Doesn't Play Second Base for the Chicago Cubs,Kelley Walker,1969.0,,Male,2010,Prints & Illustrated Books
9418,Danish,Plate (folio 8 verso) from PIGEN I ILDEN,Asger Jorn,1914.0,1973.0,Male,1938,Prints & Illustrated Books
9419,Czech,Plate from Le Surréalisme en 1947,Toyen (Marie Cerminová),1902.0,1980.0,Female,1947,Prints & Illustrated Books
9420,Czech,Paper Glider,Milan Knížák,1940.0,,Male,1965,Prints & Illustrated Books
9421,American,Untitled (Unknown Male),Andy Warhol,1928.0,1987.0,Male,1957,Drawings
9422,Nationality Unknown,"(Announcement of exhibition by Idelle Weber, Bertha Schaefer Gallery)",Unknown,,,Gender Unknown,1963,Architecture & Design
9423,French,Plate (folio 9) from LITANIE,René Demeurisse,1894.0,1962.0,Male,1957,Prints & Illustrated Books
9424,French,Tailpiece (page 94) from LA PRINCESSE DE BABYLONE,Kees van Dongen,1877.0,1968.0,Male,1945,Prints & Illustrated Books
9425,German,Untitled from the portfolio Miniatures,Blinky Palermo,1943.0,1977.0,Male,1972,Prints & Illustrated Books
9426,American,Kitchen,Carrie Mae Weems,1953.0,,Female,1995,Photography
9427,Spanish,"THANKS TO THE MILLET, plate 51 (folio 53) from LOS DESASTRES DE LA GUERRA",Francisco de Goya,1746.0,1828.0,Male,1836,Prints & Illustrated Books
9428,American,Portrait of Sesler Amicrom with Chin Implants,Xenon Straub,1972.0,,Female,2003,Drawings
9429,American,Mayor La Guardia,Peggy Bacon,1895.0,1987.0,Female,1934,Prints & Illustrated Books
9430,French,Emblem (Emblème),André Masson,1896.0,1987.0,Male,1942,Prints & Illustrated Books
9431,Italian,Untitled from Thirty-Three Herbs (Trentatre Erbe),Giuseppe Penone,1947.0,,Male,1989,Prints & Illustrated Books
9432,Belgian,"The Goose, the Wing (L'Oie, l'aile)",Marcel Broodthaers,1924.0,1976.0,Male,1970,Prints & Illustrated Books
9433,British,Reeling Silk,John Thomson,1837.0,1921.0,Male,1873,Photography
9434,German,"Nursery (Gärtnerei) (plate, preceding p. 353) from the periodical Das Kunstblatt, vol. 1, no. 12 (Dec 1917)",Jakob (Jack) Friedrich Bollschweiler,1888.0,1938.0,Male,1917,Prints & Illustrated Books
9435,Canadian,Eleven Dreams from The Hundred Videos,Steve Reinke,1963.0,,Male,1991,Media and Performance Art
9436,British,Calotypes by D.O. Hill,David Octavius Hill,1802.0,1870.0,Male,1845,Photography
9437,Spanish,Plate (folio 15) from ACORDE,Vicente Rojo,1932.0,,Male,1979,Prints & Illustrated Books
9438,French,Tailpiece (page 106) from LES PETITES FLEURS,Émile Bernard,1868.0,1941.0,Male,1928,Prints & Illustrated Books
9439,Scottish,Polychrome Phantasy,Norman McLaren,1914.0,1987.0,Male,1935,Film
9440,French,SCEAUX -- ANCIEN CHÂTEAU. RUE VOLTAIRE,Eugène Atget,1857.0,1927.0,Male,1923,Photography
9441,American,Museum Dinner Service (Luncheon plate),Eva Zeisel,1906.0,2011.0,Female,1944,Architecture & Design
